,MTBS_FIRE_NAME,FIRE_YEAR,DISCOVERY_DATE,STAT_CAUSE_DESCR,CONT_DATE,FIRE_SIZE,LATITUDE,LONGITUDE,STATE
8828,SOUTHFISHERCOUNTY,2011,2455606.5,Miscellaneous,2455608.5,2650.0,32.58358333,-100.38425,TX
8829,WHITEFACE,2011,2455608.5,Miscellaneous,2455608.5,5000.0,33.60972222,-102.82972222,TX
8830,LIPSCOMBCOUNTYCOMPLEX,2011,2455608.5,Powerline,2455609.5,15908.0,36.08611111,-100.28305556,TX
8831,HARPERROAD,2011,2455609.5,Miscellaneous,2455609.5,1044.0,31.64712196,-100.66400736,TX
8832,MOORECOUNTY,2011,2455609.5,Miscellaneous,2455610.5,7943.0,35.726726,-101.960678,TX
8833,JAMESRIVERROAD,2011,2455616.5,Debris Burning,2455617.5,4500.0,30.65252651,-99.24645837,TX
8834,DIAMONDPLATE,2011,2455616.5,Miscellaneous,2455616.5,1300.0,32.20043833,-100.44944722,TX
8835,GUSCANALAS,2011,2455617.5,Debris Burning,2455619.5,4800.0,27.32821667,-98.07305556,TX
8836,WILLOWCREEKSOUTHCOMPLEX,2011,2455619.5,Equipment Use,2455621.5,24310.0,35.27527778,-101.80166667,TX
8837,TANGLEWOODCOMPLEX,2011,2455619.5,Powerline,2455622.5,1659.0,35.0603579,-101.80531152,TX
8838,MATADORWEST,2011,2455619.5,Miscellaneous,2455622.5,41000.0,33.97085185,-101.01125634,TX
8839,MITCHELLCOUNTYCOMPLEX,2011,2455619.5,Powerline,2455619.5,3500.0,32.08527778,-101.16944444,TX
8840,WILLIAMS,2011,2455619.5,Miscellaneous,2455620.5,22958.0,30.91489227,-101.14827884,TX
8841,TOM,2011,2455619.5,Miscellaneous,2455620.5,65000.0,32.4241667,-102.2596667,TX
8842,MITCHELLCOUNTYCOMPLEX,2011,2455619.5,Miscellaneous,2455620.5,13740.0,32.38868333,-100.86791667,TX
8843,SHEPERDSCOMPLEX,2011,2455619.5,Miscellaneous,2455619.5,7500.0,32.6203,-101.09546667,TX
8844,MIND,2011,2455621.5,Debris Burning,2455625.5,8255.0,30.135,-103.60166667,TX
8845,PINONFIRE,2011,2455627.5,Miscellaneous,2455627.5,4575.0,30.49833333,-102.7925,TX
8846,BIGTRICKLERANCHFIRE,2011,2455631.5,Debris Burning,2455637.5,4044.0,32.08472222,-97.72416667,TX
8847,ENMINFIRE,2011,2455631.5,Powerline,2455635.5,7555.0,33.10015833,-98.24289167,TX
8848,RANDOLPH KELLER FIRE,2011,2455642.5,Equipment Use,2455642.5,2129.0,30.306464,-103.040168,TX
8849,DIPPERFIRE,2011,2455643.5,Debris Burning,2455644.5,2500.0,30.05842194,-104.315771,TX
8850,MAYNARDCREEKFIRE,2011,2455646.5,Debris Burning,2455647.5,2439.0,30.33671351,-100.25349877,TX
8851,,2011,2455647.5,Miscellaneous,2455647.5,1050.0,31.79656765,-104.17709725,TX
8852,HARKEYROADFIRE,2011,2455652.5,Equipment Use,2455656.5,1111.0,31.0755018,-100.34766967,TX
8853,SOUTHOWENSFIRE,2011,2455653.5,Miscellaneous,2455653.5,2000.0,33.28829278,-102.94703859,TX
8854,CAMPBOWIE,2011,2455654.5,Miscellaneous,2455665.5,3355.0,31.63333333,-98.90468333,TX
8855,BATESFIELDFIRE,2011,2455654.5,Powerline,2455654.5,3200.0,31.80555389,-102.324159,TX
8856,,2011,2455654.5,Miscellaneous,2455654.5,1100.0,34.36755,-99.67383333,TX
8857,SANDRANCH,2011,2455657.5,Lightning,2455658.5,5500.0,32.1851667,-102.75,TX
8858,SWENSON,2011,2455657.5,Equipment Use,2455672.5,122500.0,33.11793333,-100.325,TX
8859,WAYMON,2011,2455657.5,Lightning,2455658.5,1200.0,31.9015,-101.7546667,TX
8860,SANDERSON,2011,2455658.5,Powerline,2455659.5,3595.0,30.50194444,-102.1275,TX
8861,TURNER,2011,2455658.5,Lightning,2455658.5,3200.0,31.96543333,-101.77255,TX
8862,COTTONRANCH,2011,2455659.5,Powerline,2455659.5,1296.0,31.67295251,-100.85487954,TX
8863,KILLOUGH,2011,2455660.5,Powerline,2455665.5,32000.0,33.246135,-101.381621,TX
8864,ROPER,2011,2455660.5,Smoking,2455661.5,41000.0,30.371712,-103.623445,TX
8865,ROCKHOUSE,2011,2455660.5,Miscellaneous,2455693.5,314444.0,30.84951667,-104.04602222,TX
8866,HICKMAN,2011,2455660.5,Equipment Use,2455660.5,16500.0,31.86946666,-102.18416666,TX
8867,PKCOMPLEX,2011,2455660.5,Lightning,2455685.5,126734.0,32.82916119,-98.48091254,TX
8868,WILDCAT,2011,2455661.5,Lightning,2455681.5,158308.0,31.80032466,-100.61417269,TX
8869,ENCINO,2011,2455661.5,Lightning,2455671.5,12659.0,31.49435155,-100.67040164,TX
8870,SUTTON,2011,2455662.5,Powerline,2455665.5,30814.0,30.36805556,-101.35222222,TX
8871,COOPERMOUNTAINRANCH,2011,2455662.5,Lightning,2455672.5,162625.0,32.98708333,-100.81845,TX
8872,CANNON,2011,2455662.5,Lightning,2455666.5,63427.0,30.77548508,-101.97604985,TX
8873,MCPHERSON,2011,2455664.5,Miscellaneous,2455669.5,2307.0,30.54084586,-100.76117648,TX
8874,EASTSIDWYNICKS,2011,2455666.5,Powerline,2455666.5,3000.0,32.31694444,-98.81805556,TX
8875,WICHITACOUNTYCOMPLEX,2011,2455666.5,Powerline,2455667.5,11785.0,33.89225,-98.640925,TX
8876,LIVINGSTON#254,2011,2455666.5,Debris Burning,2455667.5,1369.0,31.02984992,-95.08657719,TX
8877,CR104FIRE,2011,2455667.5,Miscellaneous,2455670.5,1980.0,32.38583333,-98.9525,TX
8878,BRYSONCOMPLEX,2011,2455667.5,Miscellaneous,2455668.5,7500.0,33.115802,-98.458161,TX
8879,SMITH FIRE,2011,2455667.5,Miscellaneous,2455667.5,2339.0,33.062655,-98.327293,TX
8880,DAD'SCORNER,2011,2455667.5,Powerline,2455667.5,6100.0,33.74435556,-98.64146944,TX
8881,SOUTHWESTROYAL,2011,2455670.5,Miscellaneous,2455670.5,2000.0,33.28815,-101.39168333,TX
8882,TBARRANCH,2011,2455676.5,Miscellaneous,2455676.5,1500.0,33.2199906,-101.93995591,TX
8883,SPADERANCH,2011,2455676.5,Powerline,2455676.5,4000.0,33.25621984,-102.48315597,TX
8884,DEATONCOLE,2011,2455676.5,Miscellaneous,2455690.5,175000.0,30.1635,-101.24716666,TX
8885,FULLER,2011,2455676.5,Miscellaneous,2455681.5,5200.0,32.90861111,-101.05222222,TX
8886,SCOTTRANCH,2011,2455677.5,Miscellaneous,2455681.5,10000.0,31.28108765,-101.14038266,TX
8887,OASIS,2011,2455677.5,Miscellaneous,2455686.5,9445.0,30.36000267,-99.90709987,TX
8888,PLEASANTFARMS,2011,2455677.5,Miscellaneous,2455678.5,15479.0,31.633385,-102.437217,TX
8889,SHIRLEYRANCH,2011,2455677.5,Powerline,2455678.5,3000.0,30.01071111,-104.0932,TX
8890,CR266,2011,2455678.5,Debris Burning,2455679.5,1500.0,27.41472222,-98.42361111,TX
8891,OLYMPIA,2011,2455679.5,Miscellaneous,2455681.5,5000.0,33.7829107,-102.55293574,TX
8892,WAGNER,2011,2455680.5,Miscellaneous,2455681.5,3000.0,34.08683333,-99.0886,TX
8893,MILLERCREEK,2011,2455680.5,Miscellaneous,2455681.5,7000.0,33.3317,-99.37536667,TX
8894,DICKENSCOUNTYCOMPLEX,2011,2455687.5,Miscellaneous,2455695.5,89200.0,33.60996575,-100.69241222,TX
8895,SCHWARTZFIRE,2011,2455688.5,Lightning,2455696.5,83995.0,30.23763124,-102.97613013,TX
8896,GAGEHOLLANDFIRE,2011,2455689.5,Miscellaneous,2455690.5,5975.0,30.33111111,-103.77388889,TX
8897,611GASPLANT,2011,2455689.5,Miscellaneous,2455693.5,14513.0,32.57066,-100.6125,TX
8898,IRONMOUNTAIN,2011,2455690.5,Lightning,2455700.5,87401.0,30.44812428,-103.16282763,TX
8899,MATTLOOP,2011,2455690.5,Miscellaneous,2455691.5,1500.0,32.23985296,-101.45240129,TX
8900,PRICEFIRE,2011,2455698.5,Miscellaneous,2455699.5,3392.0,31.80997707,-101.21860983,TX
8901,CEEDFIRE,2011,2455705.5,Miscellaneous,2455705.5,5000.0,31.96169121,-102.22525997,TX
8902,SIERRABLANCA,2011,2455705.5,Powerline,2455705.5,7600.0,34.7979,-102.31688333,TX
8903,DERICKFIRE,2011,2455705.5,Miscellaneous,2455706.5,25000.0,32.26772,-102.2480467,TX
8904,KERMIT,2011,2455705.5,Lightning,2455706.5,2800.0,32.016037,-102.932265,TX
8905,MIDDLETON,2011,2455705.5,Powerline,2455706.5,3000.0,33.28945714,-101.28411142,TX
8906,CANYON,2011,2455705.5,Miscellaneous,2455737.5,16803.0,34.95088333,-101.85331667,TX
8907,HIGHLAND,2011,2455709.5,Miscellaneous,2455709.5,1500.0,31.45234774,-101.30794478,TX
8908,STONERIDGE,2011,2455710.5,Equipment Use,2455711.5,1243.0,35.23932221,-101.9339328,TX
8909,BUFFALO,2011,2455713.5,Lightning,2455713.5,1640.0,30.85479191,-104.2092252,TX
8910,FRIENDMOUNTAIN,2011,2455713.5,Lightning,2455713.5,1840.0,30.85113211,-104.13158202,TX
8911,TEJANOCANYON,2011,2455714.5,Equipment Use,2455718.5,12311.0,30.63458481,-104.10336206,TX
8912,SNYDER,2011,2455715.5,Miscellaneous,2455718.5,1300.0,32.65194444,-99.3125,TX
8913,SHERROD,2011,2455715.5,Lightning,2455716.5,2500.0,31.971787,-101.451619,TX
8914,DOSAMIGOS,2011,2455720.5,Equipment Use,2455726.5,19391.0,31.9041149,-100.77949498,TX
8915,HONEYISLAND,2011,2455720.5,Lightning,2455721.5,1409.0,30.356,-94.39416667,TX
8916,BURDETT,2011,2455721.5,Lightning,2455722.5,1502.0,34.17603333,-100.2158,TX
8917,CAMPBOOTHEOAKS,2011,2455722.5,Miscellaneous,2455730.5,1116.0,32.3796,-100.45,TX
8918,SCURVE,2011,2455723.5,Lightning,2455723.5,2000.0,31.79386166,-102.231555,TX
8919,BIRDRANCH2,2011,2455723.5,Lightning,2455727.5,29200.0,34.05118333,-100.50146667,TX
8920,,2011,2455723.5,Miscellaneous,2455726.5,1200.0,33.35116667,-100.45861111,TX
8921,ENCINITOS,2011,2455724.5,Miscellaneous,2455726.5,3200.0,26.78583333,-98.37638889,TX
8922,RHOADESRANCH,2011,2455725.5,Campfire,2455733.5,1771.0,32.84633333,-98.247,TX
8923,BOLT,2011,2455727.5,Equipment Use,2455728.5,1300.0,27.33555556,-98.6025,TX
8924,EASTTEXASCOMPLEX,2011,2455729.5,Equipment Use,2455741.5,20222.0,31.00662583,-94.97748583,TX
8925,SMAC,2011,2455730.5,Miscellaneous,2455734.5,30000.0,27.1525,-98.35527778,TX
8926,POWERLINEFIRE,2011,2455730.5,Miscellaneous,2455733.5,4197.0,30.99516667,-94.11666667,TX
8927,FATHERSDAY,2011,2455730.5,Miscellaneous,2455731.5,9296.0,33.57263,-102.75593,TX
8928,FAULKNER,2011,2455730.5,Lightning,2455733.5,2201.0,31.07688142,-101.47032819,TX
8929,DHI,2011,2455730.5,Lightning,2455731.5,8000.0,30.7303,-102.326,TX
8930,HUDSONCOMPLEX,2011,2455730.5,Lightning,2455732.5,2860.0,31.55029116,-100.98434096,TX
8931,ROCKCREEK,2011,2455731.5,Miscellaneous,2455742.5,9500.0,33.21808333,-100.14565,TX
8932,RIDDLE,2011,2455731.5,Miscellaneous,2455732.5,1155.0,33.05833333,-100.11,TX
8933,JRM,2011,2455731.5,Miscellaneous,2455739.5,6804.0,33.145,-99.035,TX
8934,MCDONALDII,2011,2455731.5,Miscellaneous,2455734.5,5915.0,33.607032,-98.064401,TX
8935,LONGFELLOW,2011,2455731.5,Lightning,2455732.5,3500.0,30.22767436,-102.62611484,TX
8936,DYERMILL,2011,2455731.5,Miscellaneous,2455737.5,5280.0,30.30546667,-95.91633333,TX
8937,MIDWAY,2011,2455731.5,Miscellaneous,2455735.5,2047.0,30.8441,-95.72878333,TX
8938,WILSONRANCH,2011,2455731.5,Lightning,2455736.5,4300.0,31.68327791,-100.60534968,TX
8939,MITCHELL2,2011,2455731.5,Lightning,2455737.5,3212.0,30.30666667,-101.56833333,TX
8940,WHITEHAT,2011,2455732.5,Miscellaneous,2455739.5,72473.0,32.0782,-100.46018333,TX
8941,,2011,2455732.5,Powerline,2455733.5,1200.0,32.25443391,-101.40753226,TX
8942,WEISE,2011,2455732.5,Miscellaneous,2455733.5,4632.0,33.17655,-99.55303333,TX
8943,BOYKEN,2011,2455732.5,Miscellaneous,2455733.5,5067.0,32.19215716,-101.439107,TX
8944,RICHARDSON,2011,2455736.5,Miscellaneous,2455737.5,7000.0,33.25437392,-101.456427,TX
8945,MATTHEWSRANCH,2011,2455737.5,Miscellaneous,2455739.5,3024.0,33.01383333,-99.4055,TX
8946,,2011,2455738.5,Powerline,2455739.5,1200.0,34.42462845,-99.77628498,TX
8947,TOKE PLANT/WISEMAN COMPLEX,2011,2455740.5,Lightning,2455741.5,5721.0,34.09071481,-102.58733912,TX
8948,BURNETT,2011,2455746.5,Miscellaneous,2455750.5,1440.0,33.71078333,-99.65,TX
8949,BRITERANCH,2011,2455746.5,Lightning,2455747.5,1050.0,30.19893195,-104.49154341,TX
8950,MALONE,2011,2455748.5,Powerline,2455751.5,2120.0,32.05519079,-100.65825574,TX
8951,GOODWIN,2011,2455751.5,Lightning,2455753.5,1800.0,34.51913556,-100.04417204,TX
8952,BROWNING,2011,2455751.5,Miscellaneous,2455762.5,2182.0,32.95221667,-101.10195,TX
8953,NOLANCOUNTYCOMPLEX,2011,2455753.5,Miscellaneous,2455758.5,3880.0,32.41376667,-100.33591667,TX
8954,WAGGONERCOMPLEX,2011,2455753.5,Lightning,2455754.5,2500.0,33.95130556,-99.315,TX
8955,CLAY,2011,2455754.5,Lightning,2455755.5,5000.0,32.15053257,-101.34848687,TX
8956,WILLIAMS,2011,2455755.5,Lightning,2455757.5,2819.0,30.82429652,-104.22398549,TX
8957,JETERII,2011,2455757.5,Miscellaneous,2455759.5,4075.0,32.71545,-99.3250666,TX
8958,STEWART,2011,2455761.5,Equipment Use,2455762.5,1748.0,31.97731482,-101.25746011,TX
8959,CROWLEY,2011,2455763.5,Lightning,2455763.5,1205.0,30.30587824,-104.08854358,TX
8960,,2011,2455763.5,Lightning,2455763.5,1205.0,30.273905,-104.119581,TX
8961,STEGALL,2011,2455767.5,Equipment Use,2455770.5,8640.0,30.30848901,-102.53095689,TX
8962,CR156,2011,2455768.5,Miscellaneous,2455770.5,4935.0,32.53766667,-98.89916667,TX
8963,MITREPEAK,2011,2455772.5,Lightning,2455773.5,1855.0,30.42281194,-103.772556,TX
8964,SOUTHBARP,2011,2455775.5,Lightning,2455775.5,1014.0,35.67753333,-101.18581667,TX
8965,CENTERCITY,2011,2455778.5,Equipment Use,2455779.5,1701.0,31.47277778,-98.41388889,TX
8966,EPW,2011,2455778.5,Miscellaneous,2455781.5,1455.0,30.2391808,-97.27198572,TX
8967,APACHEMOUNTAIN,2011,2455780.5,Lightning,2455781.5,3443.0,31.14509014,-104.42710656,TX
8968,BRADKELLY,2011,2455780.5,Lightning,2455781.5,3435.0,29.98064565,-104.27368404,TX
8969,CHERRYHOMES,2011,2455780.5,Campfire,2455783.5,7328.0,33.39316667,-98.03966667,TX
8970,TIMPICO,2011,2455783.5,Lightning,2455784.5,1400.0,34.4975,-100.79466667,TX
8971,,2011,2455783.5,Lightning,2455784.5,2406.0,30.247262,-104.285521,TX
8972,TRI-RANCHCOMPLEX,2011,2455784.5,Miscellaneous,2455785.5,2000.0,32.1895,-100.70643333,TX
8973,RANGERHILL,2011,2455785.5,Miscellaneous,2455788.5,1320.0,32.49366667,-98.5435,TX
8974,SHIRLEYRANCH,2011,2455792.5,Lightning,2455792.5,1255.0,30.020403,-104.1132433,TX
8975,BARRELCREEK,2011,2455792.5,Lightning,2455795.5,1436.0,34.59433333,-101.069,TX
8976,ROBINETTE,2011,2455793.5,Miscellaneous,2455795.5,6180.0,31.266536,-97.725053,TX
8977,UNNAMED,2011,2455794.5,Miscellaneous,2455795.5,1500.0,31.20566,-97.7895,TX
8978,CAMPSEE,2011,2455796.5,Miscellaneous,2455798.5,2600.0,33.39066667,-98.14783333,TX
8979,ARMSTRONGASSIST,2011,2455797.5,Lightning,2455797.5,1200.0,35.12741667,-101.25165,TX
8980,CORYELLCOMPLEX,2011,2455801.5,Miscellaneous,2455804.5,1635.0,31.40233306,-98.0626666,TX
8981,NUDING,2011,2455801.5,Miscellaneous,2455802.5,4800.0,33.35478333,-100.43615,TX
8982,101RANCH,2011,2455803.5,Powerline,2455832.5,6555.0,32.78126667,-98.43766667,TX
8983,LEGACY,2011,2455803.5,Miscellaneous,2455804.5,4319.0,32.1497166,-101.2281723,TX
8984,HENDERSON 474 JOHNSON,2011,2455803.5,Powerline,2455804.5,1672.0,32.11733333,-94.9496666,TX
8985,ROBINETTE,2011,2455803.5,Miscellaneous,2455811.5,3700.0,31.22755,-97.744,TX
8986,HENDERSON 475,2011,2455803.5,Lightning,2455809.5,2314.0,31.99613333,-95.44465,TX
8987,RICKRANCH,2011,2455803.5,Lightning,2455810.5,1100.0,30.35980873,-100.17822989,TX
8988,CRABPRAIRIE,2011,2455804.5,Equipment Use,2455805.5,1008.0,30.73838333,-95.81765,TX
8989,HORNETSTANK,2011,2455804.5,Lightning,2455808.5,5500.0,34.554215,-100.957146,TX
8990,PICKETRUN,2011,2455805.5,Miscellaneous,2455805.5,1100.0,33.458791,-97.828138,TX
8991,OLDMAGNOLIA,2011,2455808.5,Powerline,2455815.5,3341.0,32.50935,-94.88381667,TX
8992,C#491,2011,2455808.5,Powerline,2455808.5,3000.0,31.68375,-96.76091667,TX
8993,BAILEY,2011,2455808.5,Powerline,2455811.5,3085.0,29.78583333,-96.45416667,TX
8994,NORTHEASTTEXASFIRECOMPLEX,2011,2455808.5,Miscellaneous,2455819.5,41050.0,32.9731333,-94.4307,TX
8995,495,2011,2455808.5,Powerline,2455810.5,3700.0,31.86996667,-95.62383333,TX
8996,SPICEWOOD,2011,2455808.5,Miscellaneous,2455814.5,6500.0,30.3857833,-98.08505,TX
8997,OLDMAGNOLIA,2011,2455808.5,Powerline,2455821.5,1556.0,32.511811,-94.96634,TX
8998,S839CONCORDROBBINS,2011,2455808.5,Miscellaneous,2455811.5,4689.0,31.2552,-96.1297,TX
8999,841ARBOR,2011,2455808.5,Powerline,2455809.5,4931.0,31.324666,-95.345333,TX
9000,,2011,2455808.5,Railroad,2455809.5,2350.0,31.9835,-96.3335,TX
9001,BASTROPCOUNTYCOMPLEX,2011,2455808.5,Powerline,2455834.5,34068.0,30.22777389,-97.211651,TX
9002,LUTHERHILL,2011,2455808.5,Powerline,2455814.5,2700.0,30.00388889,-96.83805556,TX
9003,DELHI,2011,2455808.5,Miscellaneous,2455814.5,6030.0,29.8208,-97.39621667,TX
9004,DIANA,2011,2455808.5,Miscellaneous,2455827.5,2324.0,32.69825,-94.8158,TX
9005,502,2011,2455808.5,Powerline,2455812.5,6550.0,31.75166667,-94.96083333,TX
9006,507,2011,2455809.5,Powerline,2455810.5,1400.0,31.61886667,-95.66645,TX
9007,PETERSCHAPEL,2011,2455809.5,Miscellaneous,2455809.5,2036.0,32.71,-94.25416667,TX
9008,RILEYROAD,2011,2455809.5,Lightning,2455819.5,19960.0,30.27001667,-95.8179,TX
9009,CRABPRAIRIE,2011,2455809.5,Miscellaneous,2455810.5,1035.0,30.73818333,-95.8159,TX
9010,BOOTWALKER,2011,2455809.5,Arson,2455828.5,1048.0,32.758816,-94.2443,TX
9011,,2011,2455813.5,Powerline,2455822.5,1120.0,29.40335,-98.77771667,TX
9012,547,2011,2455815.5,Arson,2455816.5,1783.0,31.65088333,-95.16415,TX
9013,GEORGEBUSHPARK,2011,2455817.5,Missing/Undefined,2455820.5,1622.0,29.726,-95.686,TX
9014,592,2011,2455817.5,Arson,2455823.5,2378.0,32.827,-94.09733333,TX
9015,HATONROAD,2011,2455817.5,Arson,2455818.5,4900.0,33.5981,-97.94873333,TX
9016,DARKHOLLOWRD.,2011,2455818.5,Miscellaneous,2455820.5,1500.0,33.644709,-98.001333,TX
9017,IRELAND,2011,2455818.5,Miscellaneous,2455820.5,1023.0,31.5567,-97.9607166,TX
9018,SOUTH104,2011,2455824.5,Lightning,2455831.5,3700.0,34.19933333,-99.91516667,TX
9019,COOPERMOUNTAIN,2011,2455833.5,Miscellaneous,2455835.5,2200.0,32.97775,-100.81963333,TX
9020,674 ROCKSPRINGS,2009,2454853.5,Equipment Use,,1500.0,29.99671124,-100.2830784,TX
9021,GRASS FIRE,2009,2454853.5,Miscellaneous,,1700.0,34.06179983,-101.37338906,TX
9022,,2009,2454872.5,Miscellaneous,,2500.0,32.64776257,-100.53880558,TX
9023,,2009,2454876.5,Miscellaneous,,1137.0,32.52866271,-98.50262443,TX
9024,,2009,2454882.5,Powerline,,1250.0,36.35934723,-100.50945502,TX
9025,,2009,2454888.5,Equipment Use,,2000.0,30.84887662,-98.66417365,TX
9026,EL TORRO,2009,2454890.5,Miscellaneous,,2000.0,28.92538063,-96.74054021,TX
9027,,2009,2454895.5,Powerline,,3500.0,33.68756793,-102.45765465,TX
9028,,2009,2454916.5,Smoking,,2300.0,31.12259,-100.43078,TX
9029,MACLAMORE,2009,2454930.5,Powerline,,6500.0,32.95283511,-99.12281862,TX
9030,,2009,2454930.5,Miscellaneous,,1500.0,34.0253,-98.9594,TX
9031,CRIDER RANCH,2009,2454932.5,Powerline,,4000.0,31.63550897,-103.12219259,TX
9032,VALENTINE COMPLEX,2009,2454944.5,Lightning,,3758.0,30.4022,-104.624,TX
9033,,2009,2454952.5,Equipment Use,,1600.0,33.03721511,-101.80232823,TX
9034,GRASS BURN,2009,2454984.5,Debris Burning,,1250.0,33.1832214,-101.85155434,TX
9035,,2009,2455012.5,Railroad,,1300.0,28.25974962,-99.29636915,TX
9036,,2009,2455063.5,Lightning,,1500.0,30.5736,-103.9478,TX
9037,GIBBINS,2009,2455064.5,Debris Burning,,1200.0,31.17366062,-98.96212153,TX
9038,2009081,2009,2455142.5,Miscellaneous,,1920.0,34.14465838,-102.839194,TX
9039,,2009,2455158.5,Miscellaneous,,1100.0,33.95108805,-101.24029085,TX
9040,MCFARLAND,2010,2455218.5,Equipment Use,,2654.0,32.482587,-102.395979,TX
9041,1003131,2010,2455268.5,Arson,,2300.0,34.00237225,-102.21284953,TX
9042,,2010,2455278.5,Equipment Use,,6000.0,31.878268,-102.796175,TX
9043,1003311,2010,2455286.5,Miscellaneous,,3000.0,34.11893426,-102.30833252,TX
9044,EDWARDS,2010,2455294.5,Miscellaneous,,2500.0,33.745632,-100.648599,TX
9045,GRASS 3,2010,2455326.5,Powerline,,3000.0,33.887304,-102.759247,TX
9046,,2010,2455369.5,Lightning,,1600.0,35.63822,-102.53274,TX
9047,,2010,2455420.5,Miscellaneous,,2000.0,31.9125,-99.4008,TX
9048,,2010,2455426.5,Lightning,,1200.0,31.12962519,-98.89166826,TX
9049,,2010,2455449.5,Miscellaneous,,1500.0,32.54997509,-102.59843895,TX
9050,,2011,2455605.5,Miscellaneous,,6426.0,29.505817,-95.911326,TX
9051,,2011,2455606.5,Equipment Use,,2500.0,26.992486,-97.81895,TX
9052,,2011,2455608.5,Miscellaneous,,1500.0,29.322326,-100.895691,TX
9053,,2011,2455611.5,Miscellaneous,,5000.0,34.286155,-101.059113,TX
9054,,2011,2455617.5,Debris Burning,,1750.0,29.949506,-100.870886,TX
9055,,2011,2455619.5,Miscellaneous,,1034.0,36.10964,-102.87486,TX
9056,,2011,2455619.5,Powerline,,19200.0,36.110143,-100.456581,TX
9057,,2011,2455619.5,Equipment Use,,2500.0,35.474231,-100.209904,TX
9058,UNNAMED,2011,2455619.5,Powerline,,6000.0,31.131138,-101.342697,TX
9059,,2011,2455620.5,Miscellaneous,,3500.0,28.9746903,-96.7814452,TX
9060,,2011,2455624.5,Powerline,,1200.0,31.634383,-103.321609,TX
9061,,2011,2455624.5,Miscellaneous,,2200.0,35.413677,-101.628342,TX
9062,,2011,2455643.5,Miscellaneous,,1800.0,31.40055,-104.11584,TX
9063,,2011,2455644.5,Equipment Use,,10000.0,32.6266,-101.680012,TX
9064,,2011,2455644.5,Debris Burning,,1075.0,33.394759,-99.18045,TX
9065,,2011,2455657.5,Powerline,,8000.0,32.69046,-102.830486,TX
9066,,2011,2455657.5,Equipment Use,,6962.0,32.499667,-102.856028,TX
9067,,2011,2455660.5,Powerline,,15000.0,33.279167,-102.568188,TX
9068,,2011,2455660.5,Powerline,,1200.0,33.333397,-100.852776,TX
9069,,2011,2455666.5,Powerline,,18000.0,34.0004325,-98.223224,TX
9070,,2011,2455666.5,Miscellaneous,,1850.0,33.49,-98.21,TX
9071,,2011,2455666.5,Powerline,,2000.0,33.835132,-98.353858,TX
9072,,2011,2455669.5,Equipment Use,,2500.0,32.0746651,-102.588617,TX
9073,,2011,2455672.5,Equipment Use,,3500.0,32.45193,-101.873817,TX
9074,,2011,2455677.5,Powerline,,1200.0,31.768514,-101.779052,TX
9075,,2011,2455678.5,Powerline,,1200.0,31.44808,-104.47576,TX
9076,UNNAMED,2011,2455687.5,Miscellaneous,,10000.0,31.875517,-103.655319,TX
9077,,2011,2455692.5,Lightning,,1200.0,34.181134,-102.401505,TX
9078,,2011,2455692.5,Smoking,,5000.0,33.122601,-102.135429,TX
9079,,2011,2455705.5,Powerline,,7680.0,32.630123,-102.828598,TX
9080,,2011,2455705.5,Miscellaneous,,5000.0,36.065752,-102.516518,TX
9081,,2011,2455705.5,Powerline,,7500.0,36.49363,-101.612892,TX
9082,,2011,2455706.5,Equipment Use,,2800.0,27.149283,-98.056755,TX
9083,,2011,2455709.5,Powerline,,1022.0,36.3799594,-103.0272614,TX
9084,,2011,2455719.5,Powerline,,2000.0,32.60482,-102.821732,TX
9085,,2011,2455723.5,Miscellaneous,,2000.0,27.727602,-97.975731,TX
9086,,2011,2455724.5,Equipment Use,,24000.0,32.3689,-102.5242,TX
9087,,2011,2455726.5,Miscellaneous,,2500.0,32.884489,-98.203955,TX
9088,,2011,2455731.5,Equipment Use,,1200.0,31.156408,-100.457611,TX
9089,,2011,2455746.5,Debris Burning,,2000.0,30.282788,-100.645409,TX
9090,,2011,2455752.5,Powerline,,1100.0,33.641205,-98.008003,TX
9091,,2011,2455770.5,Debris Burning,,1900.0,33.1716675,-97.7592431,TX
9092,,2011,2455781.5,Lightning,,1300.0,34.10248471,-100.32747565,TX
9093,,2011,2455781.5,Arson,,1700.0,33.673926,-96.745777,TX
9094,,2011,2455790.5,Debris Burning,,1300.0,27.278988,-98.156748,TX
9095,,2011,2455813.5,Miscellaneous,,1500.0,31.9230024,-97.3199587,TX
9096,,2011,2455814.5,Equipment Use,,1200.0,34.704082,-101.854248,TX
9097,,2011,2455815.5,Miscellaneous,,1500.0,30.4207,-98.126106,TX
9098,,2011,2455851.5,Powerline,,1200.0,33.809676,-102.010031,TX
9099,,2011,2455870.5,Miscellaneous,,9500.0,32.591877,-102.460985,TX
9100,PONY,2012,2456102.5,Lightning,2456116.5,5157.0,45.66861111,-111.95777778,MT
9101,COUGAR,2012,2456162.5,Lightning,2456222.5,4740.0,45.80555556,-114.58,ID
9102,BEAVER JACK,2012,2456152.5,Lightning,2456222.5,2408.0,45.76166667,-114.67166667,ID
9103,PORCUPINE COMPLEX,2012,2456139.5,Lightning,2456177.5,2500.0,45.6575,-114.87444444,ID
9104,MUSTANG COMPLEX,2012,2456150.5,Lightning,2456175.5,7863.0,45.54472222,-114.96111111,ID
